psmisc 23.7-2
pulseaudio-qt 1.8.1-1
purpose 6.28.0-1
pyside6 6.11.1-4
python 3.14.6-1
python-attrs 26.1.0-1
python-autocommand 2.2.2-9
python-beautifulsoup4 4.15.0-1
python-build 1.4.3-1
python-cairo 1.29.0-2
python-certifi 2026.06.17-1
python-cffi 2.1.0-1
python-charset-normalizer 3.4.7-1
python-contourpy 1.3.3-4
python-cryptography 49.0.0-1
python-cycler 0.12.1-4
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-filelock 3.29.3-1
python-fonttools 4.63.0-1
python-gobject 3.56.3-1
python-gpgme 2.0.0-2
python-httplib2 0.32.0-1
python-idna 3.18-1
python-installer 1.0.0-1
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-kiwisolver 1.5.0-1
python-legacy-cgi 2.6.4-2
python-matplotlib 3.11.0-1
python-more-itertools 11.1.0-1
python-numpy 2.5.1-1
python-packaging 26.2-1
python-pillow 12.3.0-1
python-pip 26.1.2-1
python-platformdirs 4.10.1-1
python-psutil 7.2.2-1
python-pycparser 3.00-1
python-pycups 2.0.4-4
python-pygdbmi 0.11.0.0-6
python-pyparsing 3.3.2-1
python-pyproject-hooks 1.2.0-6
python-pysocks 1.7.1-12
python-requests 2.34.2-1
python-requests-file 2.1.0-3
python-sentry_sdk 2.65.0-1
python-setproctitle 1.3.7-2
python-setuptools 1:83.0.0-1
python-six 1.17.0-3
python-soupsieve 2.8.4-1
python-termcolor 3.3.0-1
python-tldextract 5.3.1-2
python-typing_extensions 4.16.0-1
python-urllib3 2.7.0-1
python-wheel 0.47.0-1
python-wxpython 1:4.2.5-1
qca-qt6 2.3.10-7
qcoro 0.13.0-2
qemu-audio-alsa 11.0.2-3
qemu-audio-dbus 11.0.2-3
qemu-audio-jack 11.0.2-3
qemu-audio-oss 11.0.2-3
qemu-audio-pa 11.0.2-3
qemu-audio-pipewire 11.0.2-3
qemu-audio-sdl 11.0.2-3
qemu-audio-spice 11.0.2-3
qemu-base 11.0.2-3
qemu-block-curl 11.0.2-3
qemu-block-dmg 11.0.2-3
qemu-block-nfs 11.0.2-3
qemu-block-ssh 11.0.2-3
qemu-chardev-spice 11.0.2-3
qemu-common 11.0.2-3
qemu-desktop 11.0.2-3
qemu-hw-display-qxl 11.0.2-3
qemu-hw-display-virtio-gpu 11.0.2-3
qemu-hw-display-virtio-gpu-gl 11.0.2-3
qemu-hw-display-virtio-gpu-pci 11.0.2-3
qemu-hw-display-virtio-gpu-pci-gl 11.0.2-3
qemu-hw-display-virtio-gpu-pci-rutabaga 11.0.2-3
qemu-hw-display-virtio-gpu-rutabaga 11.0.2-3
qemu-hw-display-virtio-vga 11.0.2-3
qemu-hw-display-virtio-vga-gl 11.0.2-3
qemu-hw-display-virtio-vga-rutabaga 11.0.2-3
qemu-hw-uefi-vars 11.0.2-3
qemu-hw-usb-host 11.0.2-3
qemu-hw-usb-redirect 11.0.2-3
qemu-hw-usb-smartcard 11.0.2-3
qemu-img 11.0.2-3
qemu-system-x86 11.0.2-3
qemu-system-x86-firmware 11.0.2-3
qemu-ui-curses 11.0.2-3
qemu-ui-dbus 11.0.2-3
qemu-ui-egl-headless 11.0.2-3
qemu-ui-gtk 11.0.2-3
qemu-ui-opengl 11.0.2-3
qemu-ui-sdl 11.0.2-3
qemu-ui-spice-app 11.0.2-3
qemu-ui-spice-core 11.0.2-3
qemu-vhost-user-gpu 11.0.2-3
qhull 2020.2-5
qqc2-breeze-style 6.7.3-1
qqc2-desktop-style 6.28.0-1
qrencode 4.1.1-4
qt5-base 5.15.19+kde+r96-1
qt5-declarative 5.15.19+kde+r23-1
qt5-graphicaleffects 5.15.19-1
qt5-quickcontrols 5.15.19-1
qt5-quickcontrols2 5.15.19+kde+r5-1
qt5-svg 5.15.19+kde+r5-1
qt5-translations 5.15.19-1
qt5-x11extras 5.15.19-1
qt5-xmlpatterns 5.15.19-1
qt6-5compat 6.11.1-1
qt6-base 6.11.1-1
qt6-connectivity 6.11.1-1
qt6-declarative 6.11.1-3
qt6-imageformats 6.11.1-1
qt6-location 6.11.1-1
qt6-multimedia 6.11.1-1
qt6-multimedia-ffmpeg 6.11.1-1
qt6-positioning 6.11.1-1
qt6-quick3d 6.11.1-1
qt6-quicktimeline 6.11.1-1
qt6-sensors 6.11.1-1
qt6-shadertools 6.11.1-1
qt6-speech 6.11.1-1
qt6-svg 6.11.1-1
qt6-tools 6.11.1-3
qt6-translations 6.11.1-1
qt6-virtualkeyboard 6.11.1-1
qt6-wayland 6.11.1-1
qt6-webchannel 6.11.1-1
qt6-webengine 6.11.1-4
qt6-websockets 6.11.1-1
qt6-webview 6.11.1-1
qtkeychain-qt6 0.17.0-1
radeontop 1.4-3
rav1e 0.8.1-3
rdma-core 64.0-1
re2 2:2025.11.05-5
readline 8.3.003-1
refind 0.14.2-3
ripgrep 15.1.0-4
ripgrep-all 0.10.10-1
rnnoise 1:0.2-1
rsync 3.4.4-1
rubberband 4.0.0-2
run-parts 5.23.2-1
rust 1:1.97.0-1
rust-bindgen 0.72.1-3
rutabaga-ffi 0.1.75-1
sbc 2.2-1
sbctl 0.18-1
sbsigntools 0.9.5-4
sddm 0.21.0-7
sddm-kcm 6.7.3-1
sddm-sugar-candy-git 1.6r42.d31dbf5-1
sdl2-compat 2.32.70-1
sdl2_image 2.8.12-2
sdl3 3.4.12-1
sdl3_ttf 3.2.2-3
seabios 1.17.0-2
seatd 0.9.3-1
sed 4.10-1
semver 7.8.5-1
serd 0.32.10-1
shaderc 2026.2-2
shadow 4.19.4.arch1-1
shared-mime-info 2.5.1-1
shiboken6 6.11.1-4
shim 16.1-1
shim-signed 16.1+fedora+8-1
signon-kwallet-extension 26.04.3-1
signon-plugin-oauth2 0.25-4
signon-ui 0.17+20231016-4
signond 8.61-4
simdjson 1:4.6.4-1
slang 2.3.3-4
smartmontools 7.5-1
smbclient 2:4.24.4-1
snappy 1.2.2-3
sndio 1.10.0-1
socat 1.8.1.3-1
solid 6.28.0-1
sonnet 6.28.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-18
spandsp 0.0.6-7
spectacle 1:6.7.3-1
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-gtk 0.42-5
spice-protocol 0.14.5-1
spirv-tools 1:1.4.350.1-1
sqlite 3.53.3-1
sratom 0.6.22-1
srt 1.5.5-1
steam 1.0.0.87-1
steam-devices 1.0.0.87-1
sudo 1.9.17.p2-6
sunshine-bin 2026.516.143833-1
svt-av1 4.1.0-1
syndication 6.28.0-1
syntax-highlighting 6.28.0-1
sysstat 12.7.9-1
system-config-printer 1.5.18-6
systemd 261.1-1
systemd-libs 261.1-1
systemd-sysvcompat 261.1-1
systemsettings 6.7.3-1
taglib 2.3-1
tailscale 1.98.9-1
talloc 2.4.4-1
tar 1.35-2
tdb 1.4.15-1
telegram-desktop 6.9.3-8
tesseract 5.5.2-1
tesseract-data-afr 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.1-2
texinfo 7.3-1
thin-provisioning-tools 1.3.3-1
threadweaver 6.28.0-1
timeshift 25.12.4-1
tinysparql 3.11.1-1
tor 0.4.9.11-1
torbrowser-launcher 0.3.9-1
tpm2-tss 4.1.3-1
tree-sitter 0.26.9-1
tree-sitter-c 0.24.1-2
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-query 0.8.0-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
tslib 1.24-1
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-hack 3.003-7
ttf-liberation 2.1.5-2
twolame 0.4.0-4
tzdata 2026c-1
udisks2 2.11.1-2
ufw 0.36.2-7
unbound 1.25.1-1
unibilium 2.1.2-1
union 6.7.3-1
unzip 6.0-23
upower 1.91.3-1
usbredir 0.15.0-1
usbutils 019-1
util-linux 2.42.2-1
util-linux-libs 2.42.2-1
v4l-utils 1.32.0-2
vapoursynth 77-2
vde2 2.3.3-9
verdict 1.4.5-2
vesktop 1.6.5-1
vid.stab 1.1.1-3
virglrenderer 1.3.0-2
virtiofsd 1.14.0-1
vlc-plugin-a52dec 3.0.23_2-9
vlc-plugin-alsa 3.0.23_2-9
vlc-plugin-archive 3.0.23_2-9
vlc-plugin-dav1d 3.0.23_2-9
vlc-plugin-dbus 3.0.23_2-9
vlc-plugin-dbus-screensaver 3.0.23_2-9
vlc-plugin-faad2 3.0.23_2-9
vlc-plugin-flac 3.0.23_2-9
vlc-plugin-gnutls 3.0.23_2-9
vlc-plugin-inflate 3.0.23_2-9
vlc-plugin-journal 3.0.23_2-9
vlc-plugin-jpeg 3.0.23_2-9
vlc-plugin-matroska 3.0.23_2-9
vlc-plugin-mpg123 3.0.23_2-9
vlc-plugin-ogg 3.0.23_2-9
vlc-plugin-opus 3.0.23_2-9
vlc-plugin-png 3.0.23_2-9
vlc-plugin-shout 3.0.23_2-9
vlc-plugin-speex 3.0.23_2-9
vlc-plugin-tag 3.0.23_2-9
vlc-plugin-theora 3.0.23_2-9
vlc-plugin-twolame 3.0.23_2-9
vlc-plugin-vorbis 3.0.23_2-9
vlc-plugin-vpx 3.0.23_2-9
vlc-plugin-xml 3.0.23_2-9
vlc-plugins-base 3.0.23_2-9
vmaf 3.2.0-1
volume_key 0.3.12-12
vte-common 0.84.0-1
vte3 0.84.0-1
vulkan-headers 1:1.4.350.1-1
vulkan-icd-loader 1.4.350.1-1
vulkan-mesa-implicit-layers 1:26.1.4-1
vulkan-radeon 1:26.1.4-1
vulkan-tools 1.4.350.1-1
wacomtablet 6.7.3-1
wasi-compiler-rt 22.1.0-2
wasi-libc 1:0+592+161b3195-1
wasi-libc++ 22.1.0-1
wasi-libc++abi 22.1.0-1
wavpack 5.9.0-1
wayland 1.25.0-1
wayland-utils 1.3.0-1
webapp-manager 1.4.6-2
webkit2gtk-4.1 2.52.5-2
webrtc-audio-processing-1 1.3-5
wget 1.25.0-6
which 2.25-1
wine 11.13-1
winetricks 20260125-2
wireguard-tools 1.0.20260223-1
wireplumber 0.5.15-1
woeusb-ng 0.2.12-4
woff2 1.0.2-6
wolfssl 5.9.2-1
wpa_supplicant 2:2.11-5
wxwidgets-common 3.2.11-2
wxwidgets-gtk3 3.2.11-2
x264 3:0.165.r3222.b35605a-2
x265 4.2-2
xapp 3.2.2-1
xapp-symbolic-icons 1.1.0-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.7-1
xdg-desktop-portal 1.22.1-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-kde 6.7.3-1
xdg-user-dirs 0.20-1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1
xf86-input-wacom 1.2.4-1
xkeyboard-config 2.48-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.24-1
xorg-server-common 21.1.24-1
xorg-server-xvfb 21.1.24-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xdpyinfo 1.4.0-1
xorg-xkbcomp 1.5.0-1
xorg-xmessage 1.0.7-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xrdb 1.2.3-1
xorg-xwayland 24.1.13-1
xorgproto 2025.1-1
xsettingsd 1.0.4-1
xvidcore 1.3.7-4
xxhash 0.8.3-1
xz 5.8.3-1
yasm 1.3.0-9
yyjson 0.12.0-1
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-2
zint 2.16.0-2
zip 3.0-13
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zram-generator 1.2.1-1
zstd 1.5.7-3
zxing-cpp 3.1.0-1
